gene_id,gene_name,S231145,S231288,S231447,S231491,S231603,VN_0005,VN_0007,VN_0012,VN_0085,VN_0188,VN_0413,VN_0812,VN_0822
ENSG00000137871.19,ZNF280D,658,820.002,678,766.002,497,658,558,464.002,444.001,459.999,429.999,528,419
ENSG00000137872.15,SEMA6D,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000137875.4,BCL2L10,5,0,0,0,7,0,0,0,0,1,0,0,0
ENSG00000137876.9,RSL24D1,752,1299.999,708,938,772,644,548,703,1111,969,779,588,535
ENSG00000137877.9,SPTBN5,215,224,127,260,168,51,48,63,59,45,42,43,51
ENSG00000137878.16,GCOM1,4.934,57.882,0,77.423,19.692,2.151,6.984,3.412,19.376,1.333,106.341,19.966,0
ENSG00000137880.5,GCHFR,57,103.999,51,94,93.999,30,25,19,59,28,42,13,25
ENSG00000137936.16,BCAR3,24,22,21,24,59,10,11,10,12,6,15,17,16
ENSG00000137941.16,TTLL7,20,44,37,20,21,19,7,32.999,25,20,15,13,28
ENSG00000137942.16,FNBP1L,90,109,84,89,78,35,47,65,60,30,37,36,58
ENSG00000137944.16,CCBL2,383.29,556.94,505.864,449.746,440.07,387.243,419.801,227.292,310.289,400.735,388.958,475.927,306.348
ENSG00000137947.11,GTF2B,478,750,578,680,520.999,419,507.001,354,511,548,654,422,475
ENSG00000137948.18,BRDT,0,0,0,0,0,0,0,3,0,2,1,0,0
ENSG00000137955.15,RABGGTB,996.999,1271.001,814.999,1299,1141.999,778.999,639.999,1336,786.999,836.999,1448,666.999,512.001
ENSG00000137959.15,IFI44L,2041,1793.999,2371,1611,1992.998,1598,3279,558.999,3109.999,157,9563.001,5147,1147.999
ENSG00000137960.5,GIPC2,1,3,1,0,0,1,1,0,2,1,2,0,4
ENSG00000137962.12,ARHGAP29,15,41,49,22,9,26,19,15,18,13,14,12,11
ENSG00000137965.10,IFI44,1077.999,1207,1406.999,1027.001,1233.001,878,1641,445,1577,138,4839.999,2149.999,558
ENSG00000137968.16,SLC44A5,0,1,0,0,0,0,0,0,0,0,0,1,39
ENSG00000137970.7,RPL7P9,24.718,32.541,21.185,36.641,22.386,16.014,21.847,3.524,23.331,17.87,11.585,12.38,9.843
ENSG00000137975.7,CLCA2,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000137976.7,DNASE2B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137992.14,DBT,512,721,439,555,417,545,402,209,586,192,220,466,312
ENSG00000137996.12,RTCA,423,529.999,340.001,434,396,258,275.001,170,314,138,208,272,206.001
ENSG00000138002.14,IFT172,216.001,283,173,282,222,149.999,113,109,89,50,60,103,99
ENSG00000138018.17,EPT1,443,621,397,543,421,500,341,558,495,716,736,461,332
ENSG00000138028.14,CGREF1,2,2,2,0,0,0,1,0,0,0,3,0,0
ENSG00000138029.13,HADHB,1138,2239,1430,1963.001,1964,1665.999,1462,904,1945.999,1538,1243,1160,1633
ENSG00000138030.12,KHK,36,80,33,69,61,7,15,11,39,11,18,11,3
ENSG00000138031.14,ADCY3,339.999,535.001,278,523.001,624,163.999,137,167.999,184,197.999,213.001,157.999,145
ENSG00000138032.20,PPM1B,1429,2227.001,1906.999,1940,1857.001,1392,1364,1097.998,1712,1554,1284.999,1460.002,1260.001
ENSG00000138035.14,PNPT1,503,517,469,488,361,353,541.999,190.999,500,223,717,565.999,269
ENSG00000138036.18,DYNC2LI1,47,41,18,37.001,54,33,37,24,61.999,22,27,20,16
ENSG00000138039.14,LHCGR,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000138050.14,THUMPD2,99.001,146,89,134,107.001,99.999,67.001,111,92,86,122,86,57
ENSG00000138061.11,CYP1B1,1699,1724,1526,1701,1208,3375,1747,1308,1103,851,882,517,955
ENSG00000138068.10,SULT6B1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138069.16,RAB1A,1032,1583,1434.999,1363,1372,1335,1318,1434,1445,2318,1884,1124,1305
ENSG00000138071.13,ACTR2,13917.001,21010,18123.999,18414,16312,15665.997,15819.999,9468.999,17267.999,20584.996,15324.999,12608,14062.999
ENSG00000138073.13,PREB,801,1313.001,825,1095,1234.999,604,400,240,642,323,256,512.002,495
ENSG00000138074.14,SLC5A6,271,383,237,392,340.999,212,115,150,203.998,181,191,183.001,167.001
ENSG00000138075.11,ABCG5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138078.15,PREPL,799.001,1046.999,688.001,791.001,659,837.999,599,347,695,418,288.999,677,581
ENSG00000138079.13,SLC3A1,7,18,10,18.999,13,14,7,13,7,17,10,11,9
ENSG00000138080.13,EMILIN1,18,78,20,36,53,10,13,12,29,7,7,6,13
ENSG00000138081.19,FBXO11,2233,2658.999,2706.002,2752,2257,2075,2224.999,1812,2061.001,2658.001,2313.001,1927,1960
ENSG00000138083.4,SIX3,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000138085.16,ATRAID,394.001,599.998,303,470,424,284,262,166.001,377.999,240.999,263,240.001,191
ENSG00000138092.10,CENPO,212.999,303.999,150.999,326,226.999,126,71,83,135,92,103,141,130
ENSG00000138095.18,LRPPRC,1869,2994,1416.001,2648.999,1980.001,1962,1385.001,1099.999,2630,1459,1242,1510,1200
ENSG00000138100.13,TRIM54,1,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000138101.18,DTNB,190.001,245.002,133.001,244.999,214.999,114,83.001,117,102.998,116.999,117,118,105
ENSG00000138107.11,ACTR1A,1926.001,3126,2266.001,2874.001,2973,1357,1248,830.999,1709.001,1152,1081,1171.999,1455.999
ENSG00000138109.9,CYP2C9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138111.14,TMEM180,173,212,170,248,230,85,58,45,114.001,83,93,107,96
ENSG00000138115.13,CYP2C8,0,0,3,8,4,1,2,1,3,4,2,2,2
ENSG00000138119.16,MYOF,1194,1813,678.001,1303,980,899.001,891,250,679,408,498.999,488,426
ENSG00000138131.3,LOXL4,2,6,1,0,0,0,4,2,1,0,0,2,2
ENSG00000138134.11,STAMBPL1,216,337,216,295.999,266,197,177,126,217,118,114,214.999,181.999
ENSG00000138135.6,CH25H,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138136.6,LBX1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138138.13,ATAD1,708.001,979,695,831,721,708,461,490,728,550.001,490,627,468
ENSG00000138152.8,BTBD16,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138160.5,KIF11,62,96,111,126,124,58,44,102,80,62,74,94,69
ENSG00000138161.12,CUZD1,30,26.314,24.028,39.401,23.815,17.162,11.883,10,14.136,5.075,10.138,22.961,22
ENSG00000138162.17,TACC2,0,0,0,1,0,0,0,0,0,0,0,0,4
ENSG00000138166.5,DUSP5,462,715,446,491,442,221,162,321,380,475,315,203,200
ENSG00000138172.10,CALHM2,1014.001,1379,879,1079,1223.001,516,456,139,378,181,266,490.001,378
ENSG00000138175.8,ARL3,125,193,147,143,111,92,145,50,77,111,88,113,102
ENSG00000138180.15,CEP55,13,15,34,17,14,9,4,19,10,8,12,10,14
ENSG00000138182.14,KIF20B,252,297,254,323,223,120,129,136,182,131,197,172,119
ENSG00000138185.16,ENTPD1,2370.981,3399.943,5605.946,3328.944,3330.416,2192.59,2959,2387.728,1440.656,4153.981,2843.999,2772.738,3353.261
ENSG00000138190.16,EXOC6,650,795,976,774,850,590.999,652.999,408,744.999,649,642,683,712
ENSG00000138193.14,PLCE1,1,8,4,9,18,6,0,0,4,0,2,1,0
ENSG00000138207.12,RBP4,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000138231.12,DBR1,285,457,269,358,288,295,209,85,328,180,166,237,182
ENSG00000138246.15,DNAJC13,2369,3187,2592,2827,2102,2229,2157,1117,2066,1933.999,1936,1757,1654
ENSG00000138271.5,GPR87,0,0,1,1,0,0,2,3,0,3,8,0,0
ENSG00000138279.15,ANXA7,1351,2347,1226,2145,1885.999,1384,1099,900,1483,1945,1368,1035,1209
ENSG00000138286.14,FAM149B1,236.999,295,233,271,230.999,259.001,230,126.001,173,223.001,201,240,194
ENSG00000138303.17,ASCC1,203.999,349,262,344.999,261,169.001,162,141,164.999,135.999,139,219.999,171
ENSG00000138308.5,PLA2G12B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138311.15,ZNF365,126,57,60,47,61,71,28,18,27,72,16,49,44
ENSG00000138315.12,OIT3,2,0,1,0,2,0,0,2,9,0,0,1,6
ENSG00000138316.10,ADAMTS14,4,4,5,0,6,4,1,2,2,2,1,1,0
ENSG00000138326.18,RPS24,4322.999,7018,4279.001,5101,2954.002,1038.001,1938.997,881.999,1326,1107,868.001,1490.999,564
ENSG00000138336.8,TET1,131,157,130,123,82,94,62,72,59,57,45,114,29
ENSG00000138346.14,DNA2,71,152,114,104,101,94,63,70.999,89,86,111,70,124
ENSG00000138347.15,MYPN,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138356.13,AOX1,0,0,3,0,2,0,0,0,0,0,0,0,2
ENSG00000138363.14,ATIC,461,830.998,404,644.999,561,381,265.999,155.001,332.999,288.999,183,309.999,179
ENSG00000138375.12,SMARCAL1,424,681.001,370.999,571,521,338.999,258,141.999,300,184,179,270,274
ENSG00000138376.10,BARD1,290,567.999,281,411,302.999,262,212,264,552.001,241,320.999,223,325
ENSG00000138378.17,STAT4,1140.001,1528.001,1081,1060,959,945,535.001,704,672,470,560,1010,481.999
ENSG00000138379.4,MSTN,0,1,1,0,0,0,0,1,2,0,0,1,0
ENSG00000138380.17,CARF,334.935,359.001,233,368.338,277.99,273,192.841,196.929,154.999,183.999,175,250.001,185.001
ENSG00000138381.9,ASNSD1,632,999,833.001,950,1101,605.001,606,451,504,716,484,701,487
ENSG00000138382.13,METTL5,127,185,100,139.001,117.999,97.001,80,73,161,93,81,106,116
ENSG00000138385.15,SSB,620,832.001,605.999,697.999,498.999,330.999,351.999,206.999,243.999,223,223.001,325.001,131.001
ENSG00000138386.16,NAB1,786.001,1297,1145.999,1255,1141,821,761,389.001,952.001,675.001,723,1003.999,952.999
ENSG00000138395.14,CDK15,7,1,3,4,12,0,1,5,2,0,5,2,3
ENSG00000138398.15,PPIG,1011.999,1637,1608,1612.999,1120.999,789,829,554,822,786.999,723.999,815.001,489.001
ENSG00000138399.17,FASTKD1,281,426,227,326.999,349.001,348.001,211.999,254.001,324,135.001,157.002,239,294
ENSG00000138400.12,MDH1B,0,3,0,0,2,1,0,1,0,0,0,0,0
ENSG00000138411.10,HECW2,86,158,227,117,226,141,198,57,114,77,142,142,204.001
ENSG00000138413.13,IDH1,516.001,766.001,638,799,680,793,688,213,639,240.999,366,541,655
ENSG00000138430.15,OLA1,361.001,670,405.999,516.999,387.999,323.999,301.001,227,265.001,365,230.001,261,200
ENSG00000138433.15,CIR1,814.001,1381.999,1953,1213,978.001,563,1095.001,584,813,1018,1132.999,932,648.999
ENSG00000138434.16,SSFA2,2088.999,3707,3316.999,3580,3712.001,2164,2393,1928.001,2348,3189,2934,2339.002,2750
ENSG00000138435.14,CHRNA1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138439.11,FAM117B,1359,1993,1263,1906,1245,1221,958,853,1206,1064,1076,1143,882
ENSG00000138442.9,WDR12,276,497,198,427,302,266.999,182,120,323,146,101,198,124
ENSG00000138443.15,ABI2,583.999,710,452,664.001,578.001,521.999,295.001,464,374,370.001,400,382,279.001
ENSG00000138448.11,ITGAV,505,637,454.001,484,365.999,462.001,333,254,422,234,255,307,398
ENSG00000138449.10,SLC40A1,1084,2930.999,3551,2599,2753,2025,2604,1467,2538,2343,2317.999,2112,3609.001
ENSG00000138459.8,SLC35A5,583,751.001,692,639.001,536.998,673,556.001,264,588,483,318.999,501,513
ENSG00000138463.8,DIRC2,460,548,706,626,733,472,460,817,446,761,656,435,662
ENSG00000138468.15,SENP7,1237,1368,1528,1416.001,1143.001,1068,1085,971.001,813,784.999,959,1195.001,996
ENSG00000138472.10,GUCA1C,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138483.2,CCDC54,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138495.6,COX17,105,118.001,127.999,101.001,75,48,38,45.001,49.001,23,39,39,12
ENSG00000138496.16,PARP9,4035.001,6358,7145,6154.999,6323,3409,5454.001,1504.999,4268.999,3201.999,7254,5855.999,3653
ENSG00000138587.5,MNS1,0,3,2,0,0,0,0,2,0,0,0,0,0
ENSG00000138592.13,USP8,1660.999,2215.001,2067.001,2255,1880.999,1783.001,1576.999,1252,1252.001,1310.001,1506.999,1533,1404.999
ENSG00000138593.8,SECISBP2L,2103,2397,1891.001,2339.001,1760,1643,1398,1377,1706,1719.999,1605.001,1471,1259.999
ENSG00000138594.12,TMOD3,3069.999,4113,3697,3521,2982.001,2691,2769.999,1660,2600.999,2467.999,2160.001,2205,2024.999
ENSG00000138600.9,SPPL2A,1563,1994,1842.999,1952,1839,1696,1225,903,2226.999,1407.999,1620,1382.001,1398
ENSG00000138604.9,GLCE,276,335,196,336,191,240,212,111,158,140,128,179,153
ENSG00000138606.19,SHF,31.587,53,16.463,35,42.102,14,10.999,3,9,1,5,13,11
ENSG00000138613.13,APH1B,439,790,670,645,758.002,571.999,514.001,274,524,455,454.999,451,620
ENSG00000138614.14,VWA9,346.001,410,319.001,360,308.999,246,185.999,165,221.999,106,109,184,230.001
ENSG00000138615.5,CILP,15,19,14,12,26,4,7,1,10,8,6,10,19
ENSG00000138617.14,PARP16,313,320,326,325,335.001,168,115.999,110,219,231.999,154,140,107
ENSG00000138621.11,PPCDC,630.999,1420,1040,1350.999,1883,463.999,784.001,801,490,675.999,1017.001,752,870
ENSG00000138622.3,HCN4,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000138623.9,SEMA7A,171,219,178,325,624,77,86,61,149,75,267.001,91,107
ENSG00000138629.15,UBL7,419.999,758.999,532,809,733,340,279,168,440,338.001,200.001,253,313.999
ENSG00000138639.17,ARHGAP24,226,167.999,265,234,230,187,186.001,117,133,144,159,145.001,148
ENSG00000138640.14,FAM13A,555.001,414,317,663,363.999,266.001,320.001,179.999,139,251.999,192,287.999,241
ENSG00000138641.15,HERC3,2971,4615,4159.999,4348.001,5178.001,2739,3244,2211.001,2572,2866,3155,3164,3811.999
ENSG00000138642.14,HERC6,565,775,478,618,758,434,596.999,210.999,680,251.001,934,710.001,352
ENSG00000138646.8,HERC5,1801,1980,2705,1815,3001,1049.999,3298,260,3536,280,5418,3723.001,1233
ENSG00000138650.8,PCDH10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138653.9,NDST4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138658.15,ZGRF1,226.001,236,161,275.001,193,140,132.001,161,114,116.001,176,150.001,134.999
ENSG00000138660.11,AP1AR,298.001,388,189,374.999,282,279,168.999,108,364,166,134,164,201
ENSG00000138663.8,COPS4,282.001,469.001,261,330.999,328.001,327.001,200,206,257,257,213,191,167.001
ENSG00000138668.18,HNRNPD,2227.001,2735,2396.999,2633,1915.999,1687.001,1612,1810,1285.001,1681.001,1610,1624,1054
ENSG00000138669.9,PRKG2,9,8,2,18,7,3,3,4,13,4,15,16,4
ENSG00000138670.16,RASGEF1B,575,545.999,394,616,409,356.999,305.998,514.999,306,367.001,866,239,318
ENSG00000138674.16,SEC31A,1698.999,2525.404,1710,1952,1712.002,1584,1291.003,1094.001,1159.003,1367.635,1191.001,1220.126,1080
ENSG00000138675.16,FGF5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138678.10,AGPAT9,586,910,864,840,852,406,791,256,737,635,484,469,614
ENSG00000138684.7,IL21,0,1,0,1,0,0,0,0,0,0,2,1,0
ENSG00000138685.12,FGF2,19,24,8,10,4,4,3,33,9,8,22,11,9
ENSG00000138686.9,BBS7,146,228,135,181.001,184,102,89,74,132.999,57,65,97,77
ENSG00000138688.15,KIAA1109,6433.999,8492.999,8841.999,7499,7312.998,6217.998,6190,5964.001,6199,7125.002,10373.002,6837,7063.001
ENSG00000138696.10,BMPR1B,2,6,1,0,3,1,0,0,0,1,0,0,0
ENSG00000138698.14,RAP1GDS1,760.001,997.999,661.999,826,799,740.002,515.002,472,754.001,482,522.999,593.001,482.999
ENSG00000138709.17,LARP1B,134,186.001,156.001,187.999,128,114.001,102,90.001,121.999,99,82,92.999,80
ENSG00000138722.9,MMRN1,164,364,142,105,189.999,105,56,524,122,133,242,84,190
ENSG00000138735.15,PDE5A,427.001,1163.001,535,400,496.999,288,230.001,1200.001,700,657.001,971,156.001,693.001
ENSG00000138738.10,PRDM5,82.001,241.001,426,176.001,122,131,251.999,162.999,239.001,595.999,198,255.999,332
ENSG00000138741.10,TRPC3,8,37,10,22,7,9,3,0,0,10,9,5,2
ENSG00000138744.14,NAAA,874.999,1451,930,1553.999,1294.999,1053.001,760,385.001,1108.999,1057.001,636,607,747
ENSG00000138750.14,NUP54,347.999,581.999,335,404.001,381,328.001,262,236.999,287,264.999,309.999,328.001,219.001
ENSG00000138755.5,CXCL9,10,8,7,10,3,11,8,1,15,6,8,9,8
ENSG00000138756.17,BMP2K,1807,1923.001,2298.001,1920,1642.999,2114.001,2090,862.001,1305,1116,1145,1455.001,2135
ENSG00000138757.14,G3BP2,2525,3712.999,2656,3074.999,2557,2225,1758.999,1798.999,2266.002,3212,2443,1843,1711.999
ENSG00000138758.11,SEPT11,964,1096.001,732,1036.001,831,634,369.001,596,517.999,605,541,493,582.001
ENSG00000138759.17,FRAS1,0,2,1,0,0,0,0,0,0,0,0,2,0
ENSG00000138760.8,SCARB2,965,1486,1039,1395,747.001,1177,1022,523,934,764,979,837.999,678.001
ENSG00000138764.13,CCNG2,1646,3415,3587.999,3065,3292.001,2442.001,2708,2025,3250,4579.999,2648,2206.999,2640
ENSG00000138767.12,CNOT6L,4992,6101.002,5416.983,5551,4237,5025,3204,5006.999,5027.99,6484.999,5549,5225.486,3479.001
ENSG00000138768.14,USO1,1305,1775.999,1462,1480,1219.999,1339,1106,535.999,1189.999,674.001,551,1067,937.001
ENSG00000138769.10,CDKL2,1,4,2,2,4,2,2,0,1,2,1,2,1
ENSG00000138771.14,SHROOM3,2,1,3,2,0,0,0,0,0,0,0,2,0
ENSG00000138772.12,ANXA3,538,504.001,614,543,1439,207,555.999,287,435,771.001,650,553,593.999
ENSG00000138777.19,PPA2,343.001,510.999,290.999,425,430,367,330.999,263,843.999,363.001,322.002,303.999,314
ENSG00000138778.11,CENPE,67,64,83,66,63,26,31,24,28,16,21,34,23
ENSG00000138780.14,GSTCD,88.001,122,95,135,73,69,59.999,49,54.999,70,35,66,51
ENSG00000138785.14,INTS12,158,214.002,176.999,211,173,112,120.001,115.001,106,177.001,145.001,114,89
ENSG00000138792.9,ENPEP,0,4,0,8,35,0,1,1,4,0,6,1,2
ENSG00000138794.9,CASP6,86,160,97,117,135,84,65,48,74,56,54,71,53.001
ENSG00000138795.9,LEF1,1848,3570.999,706,3661,2053.001,823,844.998,1110.999,846.999,940.999,1023.999,1229,594
ENSG00000138796.15,HADH,170,270,126,264,206.001,141,114,105.001,237.001,122,64,98,140
ENSG00000138798.11,EGF,131,232,127,112.999,119,29,49,226.999,164.999,156,203.001,34,183
ENSG00000138801.8,PAPSS1,431,1024,984,1585.999,1145,493,879.999,491,496,763,699,671,601
ENSG00000138802.11,SEC24B,1359,1566.999,1406.001,1293,1099,1035,1025,1014.001,644,1090.999,1055.999,975,813
ENSG00000138813.9,C4orf17,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138814.16,PPP3CA,2533,2921.001,3352,2788.001,2828,1929,2129,1360.001,1803.001,2514,2085,1753.001,2203
ENSG00000138821.12,SLC39A8,427,603,288,477,496,315.999,189,249,459.001,338.999,350,270,195
ENSG00000138823.12,MTTP,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000138829.10,FBN2,325,334.001,414,583,364,467.001,400,189,313,242,281,166,315
ENSG00000138834.12,MAPK8IP3,4146.998,5282.998,3823.002,5322.001,5524.999,1863.999,1524.998,1625,1434.999,1550,1961,1724.002,1893.999
ENSG00000138835.22,RGS3,1498.002,2067.002,1501,2009.998,2108.999,958.001,768.999,257,1084.001,582.999,662.998,876,1009.999
ENSG00000138867.16,GUCD1,1755,2665,2024.001,2537,2739,928.001,967,849.001,1018,1400.001,1423.999,919,1174
ENSG00000138892.11,TTLL8,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138942.15,RNF185,728,1458,1184.999,1227,1386,873,639,447,910,658.999,642,564.999,754.999
ENSG00000138944.7,KIAA1644,0,1,0,0,0,0,0,0,2,2,0,0,0
ENSG00000138964.16,PARVG,4561,5938.999,5473.999,6142,6695.998,2375,2864,1681,2235.999,1965.999,2426.999,2296.001,2906.999
ENSG00000139044.10,B4GALNT3,20,400,36,22,51,59,13,2,73,28,42,16,20
ENSG00000139053.2,PDE6H,0,5,3,3,1,0,1,4,5,0,2,2,0
ENSG00000139055.6,ERP27,138,183,189,167,110,160,105,139,42,96,113,159,138
ENSG00000139083.10,ETV6,2212,3425,3159,3231,3053,1755.999,2268,1386.001,1886,1994,2475.001,1763.001,1933
ENSG00000139112.10,GABARAPL1,1158,1967,2142,1503.001,1963.001,995,1414,1950,943,2559,2019,1035,1223.001
ENSG00000139116.17,KIF21A,481,417,293.999,328.999,358,294,160,152,288,169.999,129,224.999,124.999
ENSG00000139117.13,CPNE8,235,228,218.001,269,155,284.001,231.999,140,199.001,106,129,143,153.999
ENSG00000139131.12,YARS2,242,301,127,306,297,173,131,93,192,78,86,152,123
ENSG00000139132.14,FGD4,1350,1516.001,2139,1405.001,1690.999,1530.001,1756.002,1263,1249.999,1430.999,1547,1365,1467.999
ENSG00000139133.6,ALG10,218.999,275,151.229,239,190,198,158.088,167,145,122,155,209.707,172
ENSG00000139144.9,PIK3C2G,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139146.13,FAM60A,719.757,1292.673,655.823,983.294,767.384,835.627,636.596,516.828,819.712,748.313,720.49,714.073,532.735
ENSG00000139151.14,PLCZ1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139154.14,AEBP2,769,850,652,809,486,548.999,410,408.999,572,583.001,467,550,302
ENSG00000139155.8,SLCO1C1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139160.13,METTL20,53,68,32,49,59,41,31,23,52,26,19,33,32
ENSG00000139163.15,ETNK1,2257.001,2483.001,1802.999,2179,1703,2297,1440,1179,3151.001,1163,984,1833.001,1664
ENSG00000139168.7,ZCRB1,155,182.001,194,159,146,105,102,70,91,126,85,100,77
ENSG00000139173.9,TMEM117,41,45,14,34,22,22,16,24.001,26,23,20,33.001,16
ENSG00000139174.10,PRICKLE1,174.001,213,150,185.001,129,103,92,32,94,31,24,60,96
ENSG00000139178.10,C1RL,1166.662,1647.645,1670.559,1680.447,2252.924,667.75,1079.018,431,430.99,1025,783.312,788.115,965.05
ENSG00000139180.10,NDUFA9,516,673.621,456,638.601,546.503,412.704,288.23,294.821,364.453,292.364,317.479,381.427,228.804
ENSG00000139182.13,CLSTN3,1382.999,1970.999,913.001,1044,1406,962.001,476.001,561,478,684,631.998,453.999,610.002
ENSG00000139187.9,KLRG1,713.001,1159,486,711,656,681.001,256,305.999,1364.998,365,121,483.001,302.001
ENSG00000139190.16,VAMP1,653,1474,1106.999,1289,1345.001,619,530,629.001,429.001,302,378,623,494
ENSG00000139192.11,TAPBPL,827.001,1151.999,679,1307,1158,373,345,179,576,320,326,533,316
ENSG00000139193.3,CD27,412,994,368,691,740,181,223,124,310,145,138,245,149
ENSG00000139194.7,RBP5,3,7,0,4,7,1,1,0,0,0,5,2,2
ENSG00000139197.10,PEX5,310,635.999,360,571.999,645,333,200,182,520,367.001,227,230.001,302.001
ENSG00000139200.13,PIANP,4,13,8,15,29,3,3,0,1,2,2,2,5
ENSG00000139209.15,SLC38A4,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000139211.6,AMIGO2,293,525,244,420,360,193,128,179,289,227.001,244,164,230
ENSG00000139218.17,SCAF11,6992,9806.998,8847.001,8865,7219.001,6409.999,6445.999,3776,7789,6549,5881.998,5894,5163.999
ENSG00000139219.17,COL2A1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139220.16,PPFIA2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139223.2,ANP32D,0,2,0,2,0,0,0,0,0,0,0,0,0
ENSG00000139233.6,LLPH,418.762,521.809,429.886,457.334,418.206,408.867,370.628,298.726,338.573,327,323,351.955,308
ENSG00000139239.7,RPL14P1,7.011,10.011,3.01,6.006,10.032,2.002,4.397,0,1,5.016,4.004,5.425,0
ENSG00000139263.11,LRIG3,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000139266.5,MARCH9,565.999,872.001,436,771,875,246,155,129,272,164,161,194,175
ENSG00000139269.2,INHBE,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000139278.9,GLIPR1,4476.999,4365,5141,3766,2923.001,4550,3956,2173,1651,4064.999,3125,2827,3740
ENSG00000139287.12,TPH2,0,0,0,0,2,0,0,0,0,2,0,0,0
ENSG00000139289.13,PHLDA1,189,240,186,143,209,115,43,214,128.001,72,60,104,72
ENSG00000139291.13,TMEM19,783,887.597,545.999,926,875.999,602,371.318,271,859,419,365,503,368
ENSG00000139292.12,LGR5,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139304.12,PTPRQ,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139318.7,DUSP6,5612,11508,9293,10957,7404,6174.001,6667,2907,5211,2287,9247,4322,5186.001
ENSG00000139323.13,POC1B,540.001,675,642.967,631.837,586.955,460,556,474,417,680,598.888,511,438.999
ENSG00000139324.11,TMTC3,223,283,231,279,176,204,127,112,184,95,125,208,163
ENSG00000139329.4,LUM,0,1,9,0,0,0,0,0,2,0,0,0,0
ENSG00000139330.5,KERA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139343.10,SNRPF,114,309.001,126,225,157,96,102,127,103,132,109,106,39
ENSG00000139344.7,AMDHD1,24,35,21,37,27.001,23,13,11,14,1,6,14,22
ENSG00000139350.11,NEDD1,413,688.999,504.001,586,458,395,263,265.001,415,381.999,346,377,230.999
ENSG00000139351.14,SYCP3,22,2,21,13,4,5,1,6,5,3,8,10,4
ENSG00000139352.3,ASCL1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139354.10,GAS2L3,26,17,13,48,19,22,11,27,11,18,33,8,14
ENSG00000139364.10,TMEM132B,0,4,0,0,0,3,0,0,1,0,0,0,0
ENSG00000139370.10,SLC15A4,2242.001,3701,3254,3524,4499.999,2023,2098,2298,2672.001,3038,3427,2374.999,2277
ENSG00000139372.14,TDG,541.001,901,543,748,591.999,552.001,475,372.999,653,332,462,526,420.001
ENSG00000139405.15,RITA1,179,258,143.999,206,179,81,61.999,41,121.001,55,63,76,57
ENSG00000139410.14,SDSL,11,21,19,16,11,7,17,0,9,5,5,2,1
ENSG00000139428.11,MMAB,114.999,210,64.999,146,138,72,39,43.999,68,52,45.001,63,58
ENSG00000139433.9,GLTP,908,1054,691,933,740,618,599,439.001,682,817,795,423,482
ENSG00000139436.20,GIT2,3662.999,4795,5414.001,4434.999,4389,3004,3230.002,1543.001,2234.001,2866.001,2732,2973,2655.001
ENSG00000139437.17,TCHP,523,827.999,524.001,594.999,605.999,398,351.001,174,265.999,238,231,281.999,260
ENSG00000139438.5,FAM222A,18,25,19,14,30,3,3,12,2,3,9,4,0
ENSG00000139445.17,FOXN4,0,0,0,0,0,0,0,0,0,0,0,0,0
